STATION_NUMBER,STATION_NAME,PROV_TERR_STATE_LOC,REGIONAL_OFFICE_ID,HYD_STATUS,SED_STATUS,LATITUDE,LONGITUDE,DRAINAGE_AREA_GROSS,DRAINAGE_AREA_EFFECT,RHBN,REAL_TIME,CONTRIBUTOR_ID,OPERATOR_ID,DATUM_ID
05ME009,SCISSOR CREEK NEAR MCAULEY,MB,4,A,,50.26966857910156,-101.38424682617188,205.0,,0,1,1020.0,647.0,10.0
