STATION_NUMBER,DATA_TYPE,SED_DATA_TYPE,YEAR_FROM,YEAR_TO,RECORD_LENGTH
07AG003,Water Level,NA,2013,2024,12
07AG003,Flow,NA,1954,2024,70
