STATION_NUMBER,DATA_TYPE,SED_DATA_TYPE,YEAR_FROM,YEAR_TO,RECORD_LENGTH
05PJ001,Water Level,NA,2002,2024,23
05PJ001,Flow,NA,1960,2024,65
