STATION_NUMBER,DATA_TYPE,SED_DATA_TYPE,YEAR_FROM,YEAR_TO,RECORD_LENGTH
01AL004,Water Level,NA,2011,2024,14
01AL004,Instantantaneous Sediment,DI,1984,1988,5
01AL004,Flow,NA,1972,2024,53
01AL004,Sediment in mg/L,NA,1974,1987,14
01AL004,Daily Mean Tonnes,NA,1974,1987,14
