STATION_NUMBER,date,water_level_m,quality_symbol
07SC006,2013-07-01,,
07SC006,2013-08-01,21.886999130249023,
07SC006,2013-09-01,21.80699920654297,
07SC006,2013-10-01,21.75200080871582,
07SC006,2013-11-01,21.71699905395508,
07SC006,2013-12-01,21.722999572753903,
07SC006,2014-01-01,21.731000900268555,
07SC006,2014-02-01,21.749000549316406,
07SC006,2014-03-01,21.7450008392334,
07SC006,2014-04-01,21.75300025939941,
07SC006,2014-05-01,21.77400016784668,
07SC006,2014-06-01,21.98900032043457,
07SC006,2014-07-01,21.996000289916992,
07SC006,2014-08-01,21.90699958801269,
07SC006,2014-09-01,21.82099914550781,
07SC006,2014-10-01,21.775999069213867,
07SC006,2014-11-01,21.757999420166016,
07SC006,2014-12-01,21.756000518798828,
07SC006,2015-01-01,21.78300094604492,
07SC006,2015-02-01,21.79800033569336,
07SC006,2015-03-01,21.799999237060547,
07SC006,2013-07-02,,
07SC006,2013-08-02,21.88599967956543,
07SC006,2013-09-02,21.79800033569336,
07SC006,2013-10-02,21.75,
07SC006,2013-11-02,21.71500015258789,
07SC006,2013-12-02,21.725000381469727,
07SC006,2014-01-02,21.732999801635746,
07SC006,2014-02-02,21.75,
07SC006,2014-03-02,21.7450008392334,
07SC006,2014-04-02,21.75300025939941,
07SC006,2014-05-02,21.7810001373291,
07SC006,2014-06-02,21.99099922180176,
07SC006,2014-07-02,21.99799919128418,
07SC006,2014-08-02,21.91200065612793,
07SC006,2014-09-02,21.81399917602539,
07SC006,2014-10-02,21.76499938964844,
07SC006,2014-11-02,21.756999969482425,
07SC006,2014-12-02,21.75300025939941,
07SC006,2015-01-02,21.78300094604492,
07SC006,2015-02-02,21.79599952697754,
07SC006,2015-03-02,21.802000045776367,
07SC006,2013-07-03,,
07SC006,2013-08-03,21.88599967956543,
07SC006,2013-09-03,21.79599952697754,
07SC006,2013-10-03,21.753999710083008,
07SC006,2013-11-03,21.714000701904297,
07SC006,2013-12-03,21.724000930786133,
07SC006,2014-01-03,21.732999801635746,
07SC006,2014-02-03,21.749000549316406,
07SC006,2014-03-03,21.7450008392334,
07SC006,2014-04-03,21.75300025939941,
07SC006,2014-05-03,21.780000686645508,
07SC006,2014-06-03,21.9950008392334,
07SC006,2014-07-03,21.99399948120117,
07SC006,2014-08-03,21.902999877929688,
07SC006,2014-09-03,21.812000274658203,
07SC006,2014-10-03,21.756000518798828,
07SC006,2014-11-03,21.7549991607666,
07SC006,2014-12-03,21.756000518798828,
07SC006,2015-01-03,21.78300094604492,
07SC006,2015-02-03,21.79599952697754,A
07SC006,2015-03-03,21.798999786376957,A
07SC006,2013-07-04,,
07SC006,2013-08-04,21.88400077819824,
07SC006,2013-09-04,21.819000244140625,
07SC006,2013-10-04,21.76799964904785,
07SC006,2013-11-04,21.714000701904297,
07SC006,2013-12-04,21.722999572753903,
07SC006,2014-01-04,21.733999252319336,
07SC006,2014-02-04,21.74799919128418,
07SC006,2014-03-04,21.74399948120117,
07SC006,2014-04-04,21.753999710083008,
07SC006,2014-05-04,21.780000686645508,
07SC006,2014-06-04,21.996999740600582,
07SC006,2014-07-04,22.006000518798828,
07SC006,2014-08-04,21.900999069213867,
07SC006,2014-09-04,21.788000106811523,
07SC006,2014-10-04,21.766000747680664,
07SC006,2014-11-04,21.7549991607666,
07SC006,2014-12-04,21.756000518798828,
07SC006,2015-01-04,21.78400039672852,A
07SC006,2015-02-04,21.79700088500977,
07SC006,2015-03-04,21.798999786376957,A
07SC006,2013-07-05,,
07SC006,2013-08-05,21.88400077819824,
07SC006,2013-09-05,21.791000366210938,
07SC006,2013-10-05,21.749000549316406,
07SC006,2013-11-05,21.715999603271484,
07SC006,2013-12-05,21.724000930786133,
07SC006,2014-01-05,21.733999252319336,
07SC006,2014-02-05,21.74799919128418,
07SC006,2014-03-05,21.74399948120117,
07SC006,2014-04-05,21.756000518798828,
07SC006,2014-05-05,21.780000686645508,
07SC006,2014-06-05,21.999000549316406,
07SC006,2014-07-05,21.9950008392334,
07SC006,2014-08-05,21.913000106811523,
07SC006,2014-09-05,21.798999786376957,
07SC006,2014-10-05,21.75900077819824,
07SC006,2014-11-05,21.7549991607666,
07SC006,2014-12-05,21.753999710083008,
07SC006,2015-01-05,21.78300094604492,
07SC006,2015-02-05,21.79700088500977,
07SC006,2015-03-05,21.798999786376957,
07SC006,2013-07-06,,
07SC006,2013-08-06,21.8799991607666,
07SC006,2013-09-06,21.780000686645508,
07SC006,2013-10-06,21.731000900268555,
07SC006,2013-11-06,21.71299934387207,
07SC006,2013-12-06,21.72900009155273,
07SC006,2014-01-06,21.73600006103516,
07SC006,2014-02-06,21.746999740600582,
07SC006,2014-03-06,21.7450008392334,
07SC006,2014-04-06,21.756000518798828,
07SC006,2014-05-06,21.77899932861328,
07SC006,2014-06-06,21.999000549316406,
07SC006,2014-07-06,21.98200035095215,
07SC006,2014-08-06,21.91399955749512,
07SC006,2014-09-06,21.767000198364254,
07SC006,2014-10-06,21.7450008392334,
07SC006,2014-11-06,21.756000518798828,A
07SC006,2014-12-06,21.7549991607666,
07SC006,2015-01-06,21.78400039672852,
07SC006,2015-02-06,21.79700088500977,
07SC006,2015-03-06,21.799999237060547,
07SC006,2013-07-07,,
07SC006,2013-08-07,21.875999450683597,
07SC006,2013-09-07,21.79700088500977,
07SC006,2013-10-07,21.746000289916992,
07SC006,2013-11-07,21.71299934387207,
07SC006,2013-12-07,21.72599983215332,
07SC006,2014-01-07,21.73600006103516,
07SC006,2014-02-07,21.746999740600582,
07SC006,2014-03-07,21.746000289916992,
07SC006,2014-04-07,21.756000518798828,
07SC006,2014-05-07,21.77899932861328,
07SC006,2014-06-07,22.0,
07SC006,2014-07-07,21.981000900268555,
07SC006,2014-08-07,21.910999298095703,
07SC006,2014-09-07,21.753999710083008,
07SC006,2014-10-07,21.76499938964844,
07SC006,2014-11-07,21.753999710083008,
07SC006,2014-12-07,21.7549991607666,
07SC006,2015-01-07,21.78700065612793,
07SC006,2015-02-07,21.79800033569336,
07SC006,2015-03-07,21.801000595092773,
07SC006,2013-07-08,,
