STATION_NUMBER,STATION_NAME,PROV_TERR_STATE_LOC,REGIONAL_OFFICE_ID,HYD_STATUS,SED_STATUS,LATITUDE,LONGITUDE,DRAINAGE_AREA_GROSS,DRAINAGE_AREA_EFFECT,RHBN,REAL_TIME,CONTRIBUTOR_ID,OPERATOR_ID,DATUM_ID
05NF002,ANTLER RIVER NEAR MELITA,MB,4,A,D,49.05727005004883,-101.04891967773438,3220.0,,1,1,1020.0,647.0,10.0
