STATION_NUMBER,DATA_TYPE,SED_DATA_TYPE,YEAR_FROM,YEAR_TO,RECORD_LENGTH
05GA008,Water Level,NA,2012,2023,12
05GA008,Flow,NA,1968,2023,55
