STATION_NUMBER,DATA_TYPE,SED_DATA_TYPE,YEAR_FROM,YEAR_TO,RECORD_LENGTH
05LE006,Water Level,NA,2002,2024,23
05LE006,Flow,NA,1960,2024,65
