STATION_NUMBER,DATA_TYPE,SED_DATA_TYPE,YEAR_FROM,YEAR_TO,RECORD_LENGTH
05LG004,Water Level,NA,2002,2023,22
05LG004,Flow,NA,1968,2023,56
