STATION_NUMBER,DATA_TYPE,SED_DATA_TYPE,YEAR_FROM,YEAR_TO,RECORD_LENGTH
01AL002,Water Level,NA,2011,2024,14
01AL002,Instantantaneous Sediment,DI,1989,1994,5
01AL002,Flow,NA,1962,2024,63
01AL002,Sediment in mg/L,NA,1989,1990,2
01AL002,Daily Mean Tonnes,NA,1989,1990,2
