STATION_NUMBER,DATA_TYPE,SED_DATA_TYPE,YEAR_FROM,YEAR_TO,RECORD_LENGTH
02GB007,Water Level,NA,2002,2024,23
02GB007,Instantantaneous Sediment,DI,1985,2000,12
02GB007,Flow,NA,1964,2015,52
