Watershed_ID,Source,Name,Official_ID,Centroid_Lat_deg_N,Centroid_Lon_deg_E,Drainage_Area_km2,Drainage_Area_GSIM_km2,Flag_GSIM_boundaries,Flag_Artificial_Boundaries,Elevation_m,Slope_deg,Gravelius,Perimeter,Flag_Shape_Extraction,Aspect_deg,Flag_Terrain_Extraction,Land_Use_Forest_frac,Land_Use_Grass_frac,Land_Use_Wetland_frac,Land_Use_Water_frac,Land_Use_Urban_frac,Land_Use_Shrubs_frac,Land_Use_Crops_frac,Land_Use_Snow_Ice_frac,Flag_Land_Use_Extraction,Permeability_logk_m2,Porosity_frac,Flag_Subsoil_Extraction,Reference,revision_date
38,HYDAT,MATAPEDIA (LAC) A VAL-BRILLANT,01BD004,48.53389,-67.54556,558.0,419.7473,1,0,262.4,3.5301,2.3046,157.956,1,347.3496,1,0.7512,0.0125,0.0027,0.0977,0.0314,0.0065,0.098,0.0,1,-13.4552157611298,0.239622308108822,1,"(Arsenault et al., 2020)",2022-04-26
