STATION_NUMBER,DATA_TYPE,SED_DATA_TYPE,YEAR_FROM,YEAR_TO,RECORD_LENGTH
02ZC002,Water Level,NA,2011,2023,13
02ZC002,Flow,NA,1982,2023,42
