STATION_NUMBER,DATA_TYPE,SED_DATA_TYPE,YEAR_FROM,YEAR_TO,RECORD_LENGTH
04JD005,Water Level,NA,2002,2023,22
04JD005,Flow,NA,1968,2023,56
