STATION_NUMBER,DATA_TYPE,SED_DATA_TYPE,YEAR_FROM,YEAR_TO,RECORD_LENGTH
10CB001,Water Level,NA,2011,2024,14
10CB001,Flow,NA,1944,2024,81
