STATION_NUMBER,DATA_TYPE,SED_DATA_TYPE,YEAR_FROM,YEAR_TO,RECORD_LENGTH
04DC001,Water Level,NA,1995,2024,27
04DC001,Instantantaneous Sediment,DI,1978,1994,13
04DC001,Flow,NA,1965,2024,57
04DC001,Sediment in mg/L,NA,1978,1980,3
04DC001,Daily Mean Tonnes,NA,1978,1980,3
