STATION_NUMBER,DATA_TYPE,SED_DATA_TYPE,YEAR_FROM,YEAR_TO,RECORD_LENGTH
02YC001,Water Level,NA,2011,2023,13
02YC001,Flow,NA,1959,2023,65
