STATION_NUMBER,REMARK_TYPE_CODE,YEAR,REMARK_EN,REMARK_FR
02YC001,2,1998,"THE ""E"" FOR DISCHARGES BELOW 1.38 M3/S IS DUE TO CURVE EXTENSION.","LE < E > POUR LES DEBITS INFERIEURS A 1,38 M3/S INDIQUE UN PROLONGEMENT DE LA COURBE."
02YC001,2,2006,THE 'E' FOR DISCHARGE BELOW 7.90CMS IS DUE TO CURVE EXTENSION,"LES ESTIMATIONS DES DEBITS INFERIEURS A 7,90 CM SONT DUES AU PROLONGEMENT DE LA COURBE"
02YC001,2,2007,THE 'E' FOR DISCHARGE BELOW 6.53 CMS IS DUE TO CURVE EXTENSION,"LES ESTIMATIONS DES DEBITS INFERIEURS A 6,53 CM SONT DUES AU PROLONGEMENT DE LA COURBE"
02YC001,2,2008,THE 'E' FOR DISCHARGE BELOW 6.55 CMS IS DUE TO CURVE EXTENSION,
02YC001,2,2016,MIN. INST. DISCHARGE NOT VALID- OCCURRED DURING BACKWATER CONDITIONS,
02YC001,2,2017,MIN. INST. DISCHARGE NOT VALID- OCCURRED DURING BACKWATER CONDITIONS,
02YC001,2,2019,-	MIN. INST. DISCHARGE NOT VALID ? OCCURRED DURING BACKWATER CONDITIONS.,
02YC001,2,2020,MIN. INST. DISCHARGE NOT VALID ? OCCURRED DURING BACKWATER CONDITIONS.,
02YC001,2,2021,MIN. INST. DISCHARGE NOT VALID ? OCCURRED DURING BACKWATER CONDITIONS.,
02YC001,2,2023,MIN. INST. DISCHARGE NOT VALID- OCCURRED DURING BACKWATER CONDITIONS.,
