Station ID/Identification de la station,Curve Number/Numéro de courbe,Remarks/Remarques,Type/Catégorie,Approval/Approbation,Offset/Décalage
02ZF001,14.0,New curve #14.00 created for 2022.  This is based on one open water measurement taken in 2022.  The 2022 measurement lines up with an existing shift that was applied in same area for 2021 measurements.  Curve #14.00 is a clone of #13.00 with some refinements throughout the entire curve.,LogarithmicTable,Provisional/Provisoire,(1.481:0.43);(0.2);
02ZF001,13.0,New curve 2019,LogarithmicTable,Final/Finales,(1.43:0.43);(0);
02ZF001,12.0,Low water refinement.,LogarithmicTable,Final/Finales,(0.92);
02ZF001,11.0,,LogarithmicTable,Final/Finales,(0.92);
02ZF001,10.0,HQFIT1.0.  Low water change below 1.423m.,LinearTable,Final/Finales,
02ZF001,9.0,"Refinement of #8 below 1.6, based on the 2006 mm.",LinearTable,Final/Finales,
02ZF001,8.0,"refinement of #7 below 1.3, based on the 2005 mm.",LinearTable,Final/Finales,
02ZF001,7.0,"refinement of #6 below 1.4, based on 2001-2003 mm",LinearTable,Final/Finales,
02ZF001,6.0,,LinearTable,Final/Finales,
02ZF001,5.0,,LinearTable,Final/Finales,
