STATION_NUMBER,DATA_TYPE,SED_DATA_TYPE,YEAR_FROM,YEAR_TO,RECORD_LENGTH
02ZE004,Water Level,NA,2011,2024,14
02ZE004,Flow,NA,1989,2024,36
