STATION_NUMBER,DATA_TYPE,SED_DATA_TYPE,YEAR_FROM,YEAR_TO,RECORD_LENGTH
02ZM020,Water Level,NA,2011,2022,12
02ZM020,Flow,NA,1985,2022,38
