STATION_NUMBER,DATA_TYPE,SED_DATA_TYPE,YEAR_FROM,YEAR_TO,RECORD_LENGTH
02AB017,Water Level,NA,2002,2023,22
02AB017,Instantantaneous Sediment,DI,1990,1999,9
02AB017,Flow,NA,1980,2023,44
