STATION_NUMBER,REMARK_TYPE_CODE,YEAR,REMARK_EN,REMARK_FR
05FE002,2,1998,"MAXIMUM INSTANTANEOUS DISCHARGE NOT VALID, ICE CONDITIONS",DEBIT INSTANTANE MAXIMAL NON VALIDE ? CONDITIONS GLACIELLES
05FE002,2,2001,"INSTANTANEOUS DISCHARGE NOT VALID, BACKWATER DUE TO BEAVER ACTIVITY",DEBIT INSTANTANE NON VALIDE ? REMOUS CAUSE PAR L?ACTIVITE DES CASTORS
05FE002,2,2002,"MAXIMUM INSTANTANEOUS DISCHARGE NOT VALID, ICE CONDITIONS",DEBIT INSTANTANE MAXIMAL NON VALIDE ? CONDITIONS GLACIELLES
05FE002,2,2003,"INSTANTANEOUS DISCHARGE NOT VALID, BACKWATER DUE TO BEAVER ACTIVITY",
05FE002,2,2004,"MAXIMUM INSTANTANEOUS DISCHARGE NOT VALID, ICE CONDITIONS",DEBIT INSTANTANE MAXIMAL NON VALIDE ? CONDITIONS GLACIELLES
05FE002,2,2005,"MAXIMUM INSTANTANEOUS DISCHARGE NOT VALID, ICE CONDITIONS",DEBIT INSTANTANE MAXIMAL NON VALIDE ? CONDITIONS GLACIELLES
05FE002,2,2006,"MAXIMUM INSTANTANEOUS DISCHARGE NOT VALID, ICE CONDITIONS","DEBIT INSTANTANE MAXIMAL NON VALIDE, CONDITIONS GLACIELLES"
05FE002,2,2009,MAXIMUM INSTANTANEOUS DISCHARGE NOT VALID DUE TO MISSING RECORD,DEBIT INSTANTANE MAXIMAL NON VALIDE EN RAISON D?UN ENREGISTREMENT MANQUANT.
05FE002,2,2011,"MAXIMUM INSTANTANEOUS DISCHARGE NOT VALID, ICE CONDITIONS",DEBIT INSTANTANE MAXIMAL NON VALIDE ? CONDITIONS GLACIELLES
05FE002,2,2012,"MAXIMUM INSTANTANEOUS DISCHARGE NOT VALID, ICE CONDITIONS",
05FE002,2,2013,"MAXIMUM INSTANTANEOUS DISCHARGE NOT VALID, ICE CONDITIONS",
05FE002,2,2014,"MAXIMUM INSTANTANEOUS DISCHARGE NOT VALID, ICE CONDITIONS",
05FE002,2,2015,MAXIMUM INSTANTANEOUS DISCHARGE IS NOT VALID DUE TO ICE CONDITIONS,
05FE002,2,2016,MAXIMUM INSTANTANEOUS DISCHARGE IS NOT VALID DUE TO ICE CONDITIONS,
05FE002,2,2017,MAXIMUM INSTANTANEOUS DISCHARGE IS NOT VALID DUE TO ICE CONDITIONS,
05FE002,2,2018,MAXIMUM INSTANTANEOUS DISCHARGE IS NOT VALID DUE TO ICE CONDITIONS,
05FE002,2,2019,MAXIMUM INSTANTANEOUS DISCHARGE IS NOT VALID DUE TO MISSING RECORD,
