STATION_NUMBER,DATA_TYPE,SED_DATA_TYPE,YEAR_FROM,YEAR_TO,RECORD_LENGTH
06BD001,Water Level,NA,2011,2024,14
06BD001,Instantantaneous Sediment,DI,1983,1983,1
06BD001,Flow,NA,1966,2024,59
06BD001,Sediment in mg/L,NA,1983,1983,1
06BD001,Daily Mean Tonnes,NA,1983,1983,1
