STATION_NUMBER,DATA_TYPE,SED_DATA_TYPE,YEAR_FROM,YEAR_TO,RECORD_LENGTH
08HA010,Water Level,NA,2011,2023,13
08HA010,Instantantaneous Sediment,DI,1988,1992,5
08HA010,Flow,NA,1959,2023,63
