STATION_NUMBER,DATA_TYPE,SED_DATA_TYPE,YEAR_FROM,YEAR_TO,RECORD_LENGTH
05QA004,Water Level,NA,2002,2024,23
05QA004,Flow,NA,1961,2024,64
