date,STATION_NUMBER,water_level_m,quality_symbol
2012-03-01,05EE009,1.2690000534057615,A
2012-04-01,05EE009,1.3890000581741333,
2012-05-01,05EE009,1.246999979019165,
2012-06-01,05EE009,1.1710000038146973,
2012-07-01,05EE009,1.1430000066757202,
2012-08-01,05EE009,1.1480000019073486,
2012-09-01,05EE009,1.1729999780654907,
2012-10-01,05EE009,1.187000036239624,
2013-03-01,05EE009,1.5,
2013-04-01,05EE009,1.2519999742507937,
2013-05-01,05EE009,2.1449999809265137,
2013-06-01,05EE009,1.2020000219345093,
2013-07-01,05EE009,1.2239999771118164,
2013-08-01,05EE009,1.184000015258789,
2013-09-01,05EE009,1.190000057220459,
2013-10-01,05EE009,1.187999963760376,
2014-03-01,05EE009,,
2014-04-01,05EE009,1.3919999599456787,
2014-05-01,05EE009,1.5839999914169312,
2014-06-01,05EE009,1.305999994277954,
2014-07-01,05EE009,1.1740000247955322,
2014-08-01,05EE009,1.2350000143051147,
2014-09-01,05EE009,1.184000015258789,
2014-10-01,05EE009,1.246999979019165,
2015-03-01,05EE009,1.218000054359436,
2015-04-01,05EE009,2.7079999446868896,
2015-05-01,05EE009,1.3849999904632568,
2015-06-01,05EE009,1.1619999408721924,
2015-07-01,05EE009,1.253000020980835,
2015-08-01,05EE009,1.2000000476837158,
2015-09-01,05EE009,1.1690000295639038,
2015-10-01,05EE009,1.1469999551773071,
2015-11-01,05EE009,1.1890000104904177,
2016-03-01,05EE009,1.1829999685287476,
2016-04-01,05EE009,1.399999976158142,
2016-05-01,05EE009,1.149999976158142,
2016-06-01,05EE009,1.6729999780654907,
2016-07-01,05EE009,1.2990000247955322,
2016-08-01,05EE009,1.2960000038146973,
2016-09-01,05EE009,1.1510000228881836,
2016-10-01,05EE009,1.2000000476837158,
2017-03-01,05EE009,1.190000057220459,A
2017-04-01,05EE009,2.802000045776367,
2017-05-01,05EE009,2.2049999237060547,
2017-06-01,05EE009,1.631999969482422,
2017-07-01,05EE009,1.4299999475479126,
2017-08-01,05EE009,1.256999969482422,
2017-09-01,05EE009,1.1759999990463257,
2017-10-01,05EE009,1.2389999628067017,
2018-02-01,05EE009,,
2018-03-01,05EE009,1.7649999856948853,A
2018-04-01,05EE009,,
2018-05-01,05EE009,3.049000024795532,
2018-06-01,05EE009,1.3229999542236328,
2018-07-01,05EE009,1.1890000104904177,
2018-08-01,05EE009,1.190000057220459,
2018-09-01,05EE009,1.2480000257492063,
2018-10-01,05EE009,1.3420000076293943,A
2019-02-01,05EE009,,
2019-03-01,05EE009,1.4550000429153442,
2019-04-01,05EE009,3.5899999141693115,
2019-05-01,05EE009,1.4240000247955322,
2019-06-01,05EE009,1.3849999904632568,
2019-07-01,05EE009,1.6419999599456787,
2019-08-01,05EE009,1.9420000314712524,
2019-09-01,05EE009,1.3259999752044678,
2019-10-01,05EE009,1.284000039100647,
2019-11-01,05EE009,1.2829999923706057,A
2020-02-01,05EE009,,
2020-03-01,05EE009,1.2309999465942385,
2020-04-01,05EE009,1.256999969482422,
2020-05-01,05EE009,2.803999900817871,
2020-06-01,05EE009,1.537999987602234,
2020-07-01,05EE009,1.6859999895095823,
2020-08-01,05EE009,1.6269999742507937,
2020-09-01,05EE009,1.3910000324249268,
2020-10-01,05EE009,1.6380000114440918,
2021-03-01,05EE009,1.534000039100647,
2021-04-01,05EE009,1.7170000076293943,
2021-05-01,05EE009,1.3140000104904177,
2021-06-01,05EE009,1.440000057220459,
2021-07-01,05EE009,1.2029999494552612,
2021-08-01,05EE009,1.187999963760376,
2021-09-01,05EE009,1.246999979019165,
2021-10-01,05EE009,1.315999984741211,
2022-03-01,05EE009,1.3530000448226929,
2022-04-01,05EE009,1.4869999885559082,
2022-05-01,05EE009,1.6430000066757202,
2022-06-01,05EE009,1.2480000257492063,
2022-07-01,05EE009,1.6269999742507937,
2022-08-01,05EE009,1.2869999408721924,
2022-09-01,05EE009,1.315000057220459,
2022-10-01,05EE009,1.3480000495910645,
2023-03-01,05EE009,1.3530000448226929,
2023-04-01,05EE009,1.35099995136261,
2023-05-01,05EE009,1.5210000276565552,
2023-06-01,05EE009,1.2899999618530271,
2023-07-01,05EE009,1.3600000143051147,
2023-08-01,05EE009,1.491000056266785,
2023-09-01,05EE009,1.3550000190734863,
2023-10-01,05EE009,1.5479999780654907,
2023-11-01,05EE009,1.4780000448226929,
2012-03-02,05EE009,1.3040000200271606,
2012-04-02,05EE009,1.3949999809265137,
2012-05-02,05EE009,1.241000056266785,
2012-06-02,05EE009,1.1699999570846558,
2012-07-02,05EE009,1.1469999551773071,
2012-08-02,05EE009,1.1790000200271606,
2012-09-02,05EE009,1.2039999961853027,
2012-10-02,05EE009,1.1799999475479126,
2013-03-02,05EE009,1.4830000400543213,
2013-04-02,05EE009,1.246000051498413,
2013-05-02,05EE009,2.0269999504089355,
2013-06-02,05EE009,1.2070000171661377,
2013-07-02,05EE009,1.1990000009536743,
2013-08-02,05EE009,1.184999942779541,
2013-09-02,05EE009,1.1890000104904177,
2013-10-02,05EE009,1.2089999914169312,
2014-03-02,05EE009,,
2014-04-02,05EE009,1.3609999418258667,
2014-05-02,05EE009,1.5440000295639038,
2014-06-02,05EE009,1.2760000228881836,
2014-07-02,05EE009,1.1759999990463257,
2014-08-02,05EE009,1.2369999885559082,
2014-09-02,05EE009,1.184999942779541,
2014-10-02,05EE009,1.2389999628067017,
2015-03-02,05EE009,1.218999981880188,
