STATION_NUMBER,DATA_TYPE,SED_DATA_TYPE,YEAR_FROM,YEAR_TO,RECORD_LENGTH
10LA002,Water Level,NA,2002,2021,20
10LA002,Instantantaneous Sediment,BM,1972,1975,4
10LA002,Instantantaneous Sediment,DI,1972,1975,4
10LA002,Flow,NA,1968,2021,54
10LA002,Sediment in mg/L,NA,1972,1975,4
10LA002,Daily Mean Tonnes,NA,1972,1975,4
