STATION_NUMBER,DATA_TYPE,SED_DATA_TYPE,YEAR_FROM,YEAR_TO,RECORD_LENGTH
05JM010,Water Level,NA,2011,2024,14
05JM010,Instantantaneous Sediment,DI,1973,1979,6
05JM010,Flow,NA,1956,2023,56
05JM010,Sediment in mg/L,NA,1973,1979,7
05JM010,Daily Mean Tonnes,NA,1973,1979,7
