Watershed_ID,Source,Name,Official_ID,Centroid_Lat_deg_N,Centroid_Lon_deg_E,Drainage_Area_km2,Drainage_Area_GSIM_km2,Flag_GSIM_boundaries,Flag_Artificial_Boundaries,Elevation_m,Slope_deg,Gravelius,Perimeter,Flag_Shape_Extraction,Aspect_deg,Flag_Terrain_Extraction,Land_Use_Forest_frac,Land_Use_Grass_frac,Land_Use_Wetland_frac,Land_Use_Water_frac,Land_Use_Urban_frac,Land_Use_Shrubs_frac,Land_Use_Crops_frac,Land_Use_Snow_Ice_frac,Flag_Land_Use_Extraction,Permeability_logk_m2,Porosity_frac,Flag_Subsoil_Extraction,Reference,revision_date
2180,HYDAT,WHEATON RIVER NEAR CARCROSS,09AA012,60.12778,-134.8836,864.4525,,0,0,1434.2,19.8046,1.6458,171.611,1,100.893,1,0.2938,0.6332,0.0005,0.0089,0.0005,0.0558,0.0,0.0073,1,-13.8738927531369,0.041955109630649,1,"(Arsenault et al., 2020)",2022-04-26
