STATION_NUMBER,DATA_TYPE,SED_DATA_TYPE,YEAR_FROM,YEAR_TO,RECORD_LENGTH
02ZD002,Water Level,NA,2011,2024,14
02ZD002,Flow,NA,1969,2024,53
