Station ID/Identification de la station,Curve Number/Numéro de courbe,Remarks/Remarques,Type/Catégorie,Approval/Approbation,Offset/Décalage
08EE008,58.02,Shift to the left after oline repositioned and control pool changed on  2019-04-15; lower end of curve extended 2023-02-20 to accommodate early 2023 low flows.,LogarithmicTable,Provisional/Provisoire,(0.775);
08EE008,58.01,Shift to the left after oline repositioned and control pool changed on  2019-04-15,LogarithmicTable,Final/Finales,(0.775);
08EE008,58.00,Shift to the left after oline repositioned and control pool changed on  2019-04-15,LogarithmicTable,Final/Finales,(0.775);
08EE008,57.00,Shift to the left after HW peak in 2017.,LogarithmicTable,Final/Finales,(0.743);
08EE008,56.010,Extension of curve 56.001 at upper end to capture Oct 25 peak.,LogarithmicTable,Final/Finales,(0.724);
08EE008,56.000,Curve after orifice line is replaced in deeper water Aug 2014.,LogarithmicTable,Final/Finales,(0.724);
08EE008,55.000,Shift to new curve 55.0 under ice.,LogarithmicTable,Final/Finales,(0.67);
08EE008,54.00,Curve after orifice line is replaced in deeper water Aug 2014.,LogarithmicTable,Final/Finales,(0.717);
08EE008,53.00,Curve after channel reconfiguration in storm event in 2013.,LogarithmicTable,Final/Finales,(0.663);
08EE008,52.000,Shifted to new logarithmic curve during ice period.,LogarithmicTable,Final/Finales,(1.085);
08EE008,51.000,Approved. New Orifice location Oct 27/2009.,LinearTable,Final/Finales,
08EE008,50.000,Shift during ice. Approved,LinearTable,Final/Finales,
08EE008,48.010,Shift during ice Approved,LinearTable,Final/Finales,
08EE008,49.000,APPROVED - coincident with #46 above 1.3m,LinearTable,Final/Finales,
08EE008,48.000,Shift during HW,LinearTable,Final/Finales,
08EE008,47.000,HW shift,LinearTable,Final/Finales,
08EE008,46.000,Shift at HW using 5 day shift.,LinearTable,Final/Finales,
08EE008,45.000,SHIFT DURING ICE CONDITIONS PEAK,LinearTable,Final/Finales,
08EE008,45.000-SC1,,LinearTable,Final/Finales,
08EE008,44.000,Highwater Shift. Coincid. with curve #43@1.34&abo,LinearTable,Final/Finales,
08EE008,43.000,Shift during ice.,LinearTable,Final/Finales,
08EE008,42.000,Shift from curve #41 during ice.,LinearTable,Final/Finales,
08EE008,41.000,Shifted from curve#40 during ice.,LinearTable,Final/Finales,
08EE008,40.000,,LinearTable,Final/Finales,
08EE008,39.000,,LinearTable,Final/Finales,
08EE008,38.000,,LinearTable,Final/Finales,
08EE008,37.000,,LinearTable,Final/Finales,
