Station ID/Identification de la station,Curve Number/Numéro de courbe,Remarks/Remarques,Type/Catégorie,Approval/Approbation,Offset/Décalage
08EB005,16.0,"Historically, the upper end of the rating curve should be quite stable, as such, any shifts applied to this rating curve should be below the B.P. unless strong evidence suggests otherwise.",LogarithmicTable,Provisional/Provisoire,(7.4:4.54);(4.54);
08EB005,15.02,Clone of curve 15.01 - revised lower grade for 2022 data. Curve 15.000 includes a breakpoint to account for the effect of bedrock features on control. Shift during ice period,LogarithmicTable,Final/Finales,(6.16:3.7);(5.07);
08EB005,15.01,Curve 15.000 includes a breakpoint to account for the effect of bedrock features on control. Shift during ice period,LogarithmicTable,Final/Finales,(6.16:3.7);(5.07);
08EB005,15.0,Curve 15.000 includes a breakpoint to account for the effect of bedrock features on control. Shift during ice period,LogarithmicTable,Final/Finales,(6.16:3.7);(5.07);
08EB005,14.01,Curve 14.010 is coincidental to Curve 14.000. Created due to need for 'E' grade designation using grade table. Shift to new curve at start of 2016/01/20 review period.,LogarithmicTable,Final/Finales,(5.095);
08EB005,14.0,Shift to new curve under ice period 2012/2013. Lower end of curve adjusted to accommodate 2013/2014 measurements indicating scour of control.,LogarithmicTable,Final/Finales,(5.095);
08EB005,13.0,Shift at bottom of curve from high water deposition,LogarithmicTable,Final/Finales,(5.19);
08EB005,12.0,APPROVED Shift during ice period,LinearTable,Final/Finales,
08EB005,12.0,APPROVED Shift during ice period,LinearTable,Final/Finales,
08EB005,11.0,APPROVEDCurve est before being discontinued in1996,LinearTable,Final/Finales,
