STATION_NUMBER,DATA_TYPE,SED_DATA_TYPE,YEAR_FROM,YEAR_TO,RECORD_LENGTH
05SA002,Water Level,NA,2002,2023,22
05SA002,Flow,NA,1942,2023,82
