STATION_NUMBER,DATA_TYPE,SED_DATA_TYPE,YEAR_FROM,YEAR_TO,RECORD_LENGTH
10LB007,Water Level,NA,2006,2023,17
10LB007,Flow,NA,2009,2023,15
