STATION_NUMBER,DATA_TYPE,SED_DATA_TYPE,YEAR_FROM,YEAR_TO,RECORD_LENGTH
02FE009,Water Level,NA,2002,2023,22
02FE009,Instantantaneous Sediment,DI,1984,1994,11
02FE009,Flow,NA,1967,2023,57
02FE009,Sediment in mg/L,NA,1984,1987,4
02FE009,Daily Mean Tonnes,NA,1984,1987,4
