STATION_NUMBER,DATA_TYPE,SED_DATA_TYPE,YEAR_FROM,YEAR_TO,RECORD_LENGTH
05AH041,Water Level,NA,2012,2023,12
05AH041,Instantantaneous Sediment,DI,1971,1998,12
05AH041,Flow,NA,1960,2023,64
05AH041,Sediment in mg/L,NA,1976,1982,6
05AH041,Daily Mean Tonnes,NA,1976,1982,6
