STATION_NUMBER,DATA_TYPE,SED_DATA_TYPE,YEAR_FROM,YEAR_TO,RECORD_LENGTH
05QC006,Water Level,NA,2009,2023,15
05QC006,Flow,NA,2009,2023,15
