STATION_NUMBER,DATA_TYPE,SED_DATA_TYPE,YEAR_FROM,YEAR_TO,RECORD_LENGTH
02YO012,Water Level,NA,2011,2024,14
02YO012,Flow,NA,1989,2024,36
