STATION_NUMBER,DATA_TYPE,SED_DATA_TYPE,YEAR_FROM,YEAR_TO,RECORD_LENGTH
05BG006,Water Level,NA,2012,2023,12
05BG006,Instantantaneous Sediment,DI,1971,1971,1
05BG006,Flow,NA,1966,2023,58
