STATION_NUMBER,REMARK_TYPE_CODE,YEAR,REMARK_EN,REMARK_FR
02ZM016,2,2004,"THE ""E"" FOR DISCHARGES BELOW 0.029 M3/S IS DUE TO CURVE EXTENSION.","LE < E > POUR LES DEBITS INFERIEURS A 0,029 M3/S INDIQUE UN PROLONGEMENT DE LA COURBE."
02ZM016,2,2006,THE E FOR DISCHARGE BELOW 0.140 CMS IS DUE TO CURVE EXTENSION.,"LES ESTIMATIONS DES DEBITS INFERIEURS A 0,140 CM SONT DUES AU PROLONGEMENT DE LA COURBE"
02ZM016,2,2007,THE E FOR DISCHARGE BELOW 0.119 CMS IS DUE TO CURVE EXTENSION.,"LES ESTIMATIONS DES DEBITS INFERIEURS A 0,119 CM SONT DUES AU PROLONGEMENT DE LA COURBE"
02ZM016,2,2008,2008 THE E FOR DISCHARGE BELOW 0.091 CMS IS DUE TO CURVE EXTENSION.,
02ZM016,2,2009,2009 THE E FOR DISCHARGE BELOW 0.091 CMS IS DUE TO CURVE EXTENSION.,"LES ESTIMATIONS DE DEBIT INFERIEURES A 0,091 CMS SONT ATTRIBUABLES AU PROLONGEMENT DE LA COURBE."
02ZM016,2,2016,"THE ""E"" FOR DISCHARGES BELOW 0.109 CMS IS DUE TO CURVE EXTENSION.",
02ZM016,2,2018,THE ''E'' FOR MIN INST. DISCHARGE IS DUE TO RATING CURVE EXTENSION,
02ZM016,2,2021,THE 'E' FOR DISCHARGES JUL 16-20 IS DUE TO RATING CURVE EXTENSION.,
02ZM016,2,2022,WATER LEVEL AND DISCHARGE DATA NOT AVAILABLE AFTER MAR 31 AND ALL INST. AND DAILY MAX/MINS ARE NOT VALID AS STATION WAS DISCONTINUED FOR THE REMAINDER OF 2022.,
02ZM016,2,2023,"WATER LEVEL AND DISCHARGE DATA NOT AVAILABLE JAN 1 - MAR 23 - STATION REACTIVATED MAR 24, 2023 AFTER BEING DISCONTINUED APR 1, 2022.
MAX. INST. & MAX DAILY WATER LEVEL NOT VALID- PARTIAL YEAR.
MAX. INST. & MAX DAILY DISCHARGE NOT VALID- PARTIAL YEAR.
",
