STATION_NUMBER,REMARK_TYPE_CODE,YEAR,REMARK_EN,REMARK_FR
07BC006,2,1998,MAXIMUM INSTANTANEOUS DISCHARGE IS NOT VALID DUE TO ICE CONDITIONS.,
07BC006,2,2002,MAXIMUM INSTANTANEOUS AND DAILY DISCHARGES NOT VALID - MISSING DATA.,
07BC006,2,2003,MAXIMUM INSTANTANEOUS DISCHARGE IS NOT VALID DUE TO ICE CONDITIONS.,
07BC006,2,2004,MAXIMUM INSTANTANEOUS DISCHARGE IS NOT VALID DUE TO ICE CONDITIONS.,
07BC006,2,2006,EXTREMES VALID UNDER ICE CONDITIONS,EXTREMES VALIDES AU COURS DE CONDITIONS GLACIELLES
07BC006,2,2007,MAXIMUM INSTANTANEOUS DISCHARGE NOT VALID - ICE CONDITIONS,DEBIT INSTANTANE MAXIMAL NON VALIDE ? CONDITIONS GLACIELLES
07BC006,2,2009,MAXIMUM INSTANTANEOUS DISCHARGE IS NOT VALID DUE TO ICE CONDITIONS.,
07BC006,2,2010,MAXIMUM INSTANTANEOUS DISCHARGE IS NOT VALID DUE TO BACKWATER CONDITIONS,
07BC006,2,2012,MAXIMUM INSTANTANEOUS DISCHARGE IS NOT VALID DUE TO ICE CONDITIONS.,
07BC006,2,2015,MAXIMUM INSTANTANEOUS DISCHARGE IS NOT VALID DUE TO ICE CONDITIONS,
07BC006,2,2017,MAXIMUM INSTANTANEOUS DISCHARGE IS NOT VALID DUE TO ICE CONDITIONS.,
07BC006,2,2018,MAXIMUM INSTANTANEOUS DISCHARGE IS NOT VALID DUE TO ICE CONDITIONS.,
07BC006,2,2019,"MAXIMUM INSTANTANEOUS DISCHARGE IS VALID, MINIMAL BACKWATER (ICE CONDITIONS).",
07BC006,2,2022,MAXIMUM INSTANTANEOUS DISCHARGE IS NOT VALID DUE TO ICE CONDITIONS,
07BC006,2,2023,MAXIMUM INSTANTANEOUS DISCHARGE IS NOT VALID DUE TO ICE CONDITIONS,
