Station ID/Identification de la station,Curve Number/Numéro de courbe,Remarks/Remarques,Type/Catégorie,Approval/Approbation,Offset/Décalage
09AE006,12.0,"Curve 11 uses high slope values that are likely incorrect. A record high water measurement in 2022 fails to plot within 5%.  Previously created curve 12.000 (now deleted). Comments in AQ: Clones rating 11 developed by Wade Hanna in 2017 in order to plot high water event in 2022. Created with EJB. Further review for 2022 comps. Deemed incorrect as it used problematic slopes from curve 11 and still required a non-standard knee-bend to account for 2022 record high water measurement. Curve 12.0 is a logarithmic curve created on 2023-02-23 and active since 2019-01-01. Comments entered in Aquarius: 'Curve 11 contains problematic slopes and fails to properly model a record high measurement in 2022. A high water event in 2013 appears to have altered control conditions below gauge heights of 4.0m. Constructed using all control-clear measurements post-2013 & measurements above a stage of 4.0m. Covers historical ranges of stage and discharge. Follows SOP for estimated grades & maximum/minimum extents.' NOTES: A high water event in 2013 appears to have altered control conditions below gauge heights of ~4.0m. Measurements below this stage height tend to plot to the right of the curve suggesting some deposition has occurred.  Curve 12.0 uses measurements from 2013 to present below gauge heights of ~4.0 and all historical measurements above ~4.0m. Despite disregarding pre-2013 measurements, they plot somewhat randomly.  A breakpoint is suspected to occur between 3.9m and 4.0m (determined by measurement scatter and calibration of upper and lower segments). Control conditions have been poorly documented in the past and future visits ought to strive to document and explain this theorized breakpoint. Three rating points are utilized for the transitional breakpoint as model uncertainty is expected to be significant in this zone. Future iterations of the model may expand this zone.  Many winter measurements may appear to be free of backwater and plot within 5%. Had they not been used for low end of curve a significant portion of discharge would be automatically graded as ESTIMATED even in the instance of obtaining a measurement that plots within 5%. Due to this, the one half of lowest measured discharge measurement is the lowest flow measurement since 2013 on record. Careful observation and documentation of the control will aid in the subsequent application of ICE and/or ESTIMATED grades during winter discharge.   Covers historical ranges of stage and discharge. Graded as 'Estimated' below 1.12cms/3.114m (2.24cm / 2 = 1.12cms). No 'Estimated' grade applied at upper end. 188cms/5.353m X 2 = 376cms/6.666m. BM 5 (Gauge plate on LB bridge pier, 28m E of shelter under bridge. Across river from shelter.) is 6.162m. As the sensor is located beneath bridge it may be possible that some hydraulic effect occurs at high stage as the pier 'pinches' the flow before entering the curve in the channel. This theory does not appear to have influenced the record high measurement. As no higher measurements have been obtained, SOP guidelines are followed for the upper rating curve until proven incorrect.",LogarithmicTable,Provisional/Provisoire,(3.95:2.6);(3.7);
09AE006,11.0,Simplify rating from several rating points and one BP to only 1 BP.,LogarithmicTable,Final/Finales,(4.42:1.9);(0);
09AE006,10.0,Developing new rating curve - openwater mmnts in 2015 plootting 5 to 10% to the left of Curve 9.1,LogarithmicTable,Final/Finales,(4.07:2.81);(3.6);
09AE006,9.1,Extended (2012).  Coincides w/table 8 below 4.050m,LinearTable,Final/Finales,
09AE006,9.0,APPROVED coincides w/table 8 below 4.050m,LinearTable,Final/Finales,
09AE006,8.0,coincidence w/Table 7 <=3.2m & >=4.4m,LinearTable,Final/Finales,
09AE006,7.0,Coincident with table  #6 > 4.9m.,LinearTable,Final/Finales,
09AE006,6.0,Coincident with table 5 > 4.6m,LinearTable,Final/Finales,
09AE006,5.0,,LinearTable,Final/Finales,
09AE006,4.0,,LinearTable,Final/Finales,
09AE006,3.0,,LinearTable,Final/Finales,
09AE006,2.0,,LinearTable,Final/Finales,
09AE006,1.0,,LinearTable,Final/Finales,
