STATION_NUMBER,DATA_TYPE,SED_DATA_TYPE,YEAR_FROM,YEAR_TO,RECORD_LENGTH
05OJ008,Water Level,NA,2002,2023,22
05OJ008,Flow,NA,1960,2023,64
