date,flow_cms,infill_flag
1914-06-01,83.30000305175781,observed
1914-06-02,74.19999694824219,observed
1914-06-03,81.0,observed
1914-06-04,71.9000015258789,observed
1914-06-05,60.900001525878906,observed
1914-06-06,49.79999923706055,observed
1914-06-07,41.09999847412109,observed
1914-06-08,43.29999923706055,observed
1914-06-09,47.59999847412109,observed
1914-06-10,54.400001525878906,observed
1914-06-11,58.59999847412109,observed
1914-06-12,60.900001525878906,observed
1914-06-13,56.59999847412109,observed
1914-06-14,58.59999847412109,observed
1914-06-15,58.59999847412109,observed
1914-06-16,62.900001525878906,observed
1914-06-17,65.0999984741211,observed
1914-06-18,54.400001525878906,observed
1914-06-19,52.09999847412109,observed
1914-06-20,41.09999847412109,observed
1914-06-21,41.09999847412109,observed
1914-06-22,35.099998474121094,observed
1914-06-23,35.099998474121094,observed
1914-06-24,39.09999847412109,observed
1914-06-25,41.09999847412109,observed
1914-06-26,39.09999847412109,observed
1914-06-27,37.09999847412109,observed
1914-06-28,39.09999847412109,observed
1914-06-29,39.09999847412109,observed
1914-06-30,35.099998474121094,observed
1914-07-01,31.100000381469727,observed
1914-07-02,27.200000762939453,observed
1914-07-03,27.200000762939453,observed
1914-07-04,25.299999237060547,observed
1914-07-05,23.5,observed
1914-07-06,20.100000381469727,observed
1914-07-07,18.5,observed
1914-07-08,17.100000381469727,observed
1914-07-09,15.699999809265137,observed
1914-07-10,14.300000190734863,observed
1914-07-11,11.600000381469728,observed
1914-07-12,11.600000381469728,observed
1914-07-13,15.699999809265137,observed
1914-07-14,21.799999237060547,observed
1914-07-15,37.09999847412109,observed
1914-07-16,21.0,observed
1914-07-17,16.399999618530273,observed
1914-07-18,12.199999809265137,observed
1914-07-19,11.0,observed
1914-07-20,8.829999923706055,observed
1914-07-21,8.350000381469727,observed
1914-07-22,7.929999828338623,observed
1914-07-23,7.5,observed
1914-07-24,7.5,observed
1914-07-25,6.650000095367432,observed
1914-07-26,5.800000190734863,observed
1914-07-27,6.650000095367432,observed
1914-07-28,14.300000190734863,observed
1914-07-29,7.5,observed
1914-07-30,6.650000095367432,observed
1914-07-31,5.800000190734863,observed
1914-08-01,4.389999866485596,observed
1914-08-02,3.819999933242798,observed
1914-08-03,3.259999990463257,observed
1914-08-04,3.819999933242798,observed
1914-08-05,3.259999990463257,observed
1914-08-06,2.690000057220459,observed
1914-08-07,3.259999990463257,observed
1914-08-08,3.819999933242798,observed
1914-08-09,3.259999990463257,observed
1914-08-10,3.259999990463257,observed
1914-08-11,3.259999990463257,observed
1914-08-12,2.690000057220459,observed
1914-08-13,2.690000057220459,observed
1914-08-14,2.2699999809265137,observed
1914-08-15,1.840000033378601,observed
1914-08-16,1.840000033378601,observed
1914-08-17,1.840000033378601,observed
1914-08-18,1.840000033378601,observed
1914-08-19,1.840000033378601,observed
1914-08-20,1.840000033378601,observed
1914-08-21,1.4199999570846558,observed
1914-08-22,1.4199999570846558,observed
1914-08-23,0.99099999666214,observed
1914-08-24,0.99099999666214,observed
1914-08-25,0.99099999666214,observed
1914-08-26,0.99099999666214,observed
1914-08-27,0.99099999666214,observed
1914-08-28,1.840000033378601,observed
1914-08-29,1.840000033378601,observed
1914-08-30,1.840000033378601,observed
1914-08-31,1.4199999570846558,observed
1914-09-01,1.4199999570846558,observed
1914-09-02,0.99099999666214,observed
1914-09-03,0.99099999666214,observed
1914-09-04,0.99099999666214,observed
1914-09-05,0.5659999847412109,observed
1914-09-06,0.5659999847412109,observed
1914-09-07,0.5659999847412109,observed
1914-09-08,0.99099999666214,observed
1914-09-09,1.4199999570846558,observed
1914-09-10,2.2699999809265137,observed
1914-09-11,3.259999990463257,observed
1914-09-12,4.389999866485596,observed
1914-09-13,4.389999866485596,observed
1914-09-14,3.819999933242798,observed
1914-09-15,3.259999990463257,observed
1914-09-16,3.259999990463257,observed
1914-09-17,3.819999933242798,observed
1914-09-18,6.650000095367432,observed
1914-09-19,9.34000015258789,observed
1914-09-20,10.5,observed
1914-09-21,8.350000381469727,observed
1914-09-22,7.5,observed
1914-09-23,6.650000095367432,observed
1914-09-24,6.650000095367432,observed
1914-09-25,5.800000190734863,observed
1914-09-26,5.099999904632568,observed
1914-09-27,6.650000095367432,observed
1914-09-28,7.5,observed
1914-09-29,9.34000015258789,observed
1914-09-30,9.34000015258789,observed
1914-10-01,9.34000015258789,observed
1914-10-02,8.350000381469727,observed
1914-10-03,8.350000381469727,observed
1914-10-04,6.650000095367432,observed
1914-10-05,5.800000190734863,observed
1914-10-06,5.099999904632568,observed
1914-10-07,5.099999904632568,observed
1914-10-08,4.389999866485596,observed
1914-10-09,4.389999866485596,observed
1914-10-10,4.389999866485596,observed
1914-10-11,5.099999904632568,observed
1914-10-12,5.800000190734863,observed
1914-10-13,7.5,observed
1914-10-14,8.350000381469727,observed
1914-10-15,6.650000095367432,observed
1914-10-16,5.099999904632568,observed
1914-10-17,7.5,observed
1914-10-18,14.300000190734863,observed
1914-10-19,14.300000190734863,observed
1914-10-20,11.600000381469728,observed
1914-10-21,10.5,observed
1914-10-22,8.350000381469727,observed
1914-10-23,6.650000095367432,observed
1914-10-24,6.650000095367432,observed
1914-10-25,6.650000095367432,observed
1914-10-26,6.650000095367432,observed
1914-10-27,6.650000095367432,observed
1914-10-28,8.350000381469727,observed
1914-10-29,8.350000381469727,observed
1914-10-30,10.5,observed
1914-10-31,10.5,observed
1914-11-01,10.5,observed
1914-11-02,9.34000015258789,observed
1914-11-03,10.5,observed
1914-11-04,9.34000015258789,observed
1914-11-05,8.350000381469727,observed
