Station ID/Identification de la station,Curve Number/Numéro de courbe,Remarks/Remarques,Type/Catégorie,Approval/Approbation,Offset/Décalage
02HE004,10.0,New curve using new methods and to account for 2017 low water levels.,LogarithmicTable,Provisional/Provisoire,(1.41134:1.004);(1.071);
02HE004,9.0,New curve using new methods and to account for 2016 low water levels.,LogarithmicTable,Final/Finales,(1.41134:1.004);(1.071);
02HE004,8.0,Added extention to curve 7.000 to cover 2014 discharge range.,LogarithmicTable,Final/Finales,(1.32509:1.016);(1.222);
02HE004,7.0,Curve 7.000 drawn using 2012 measurements.,LogarithmicTable,Final/Finales,(1.32509:1.016);(1.222);
02HE004,6.0,First curve developed using RDT for 2011 measurements.,LogarithmicTable,Final/Finales,(1.32812:1.007);(1.222);
02HE004,5.0,New curve-Orifice moved DS 07/13,LinearTable,Final/Finales,
02HE004,4.0,Modified Curve 3 to Accommodate 2009 mmnts.,LinearTable,Final/Finales,
02HE004,3.0,All 2008 mmnts @ new gauge location,LinearTable,Final/Finales,
02HE004,2.0,Mod Curve1 between 1.7and2.5 to accommodate mmnts,LinearTable,Final/Finales,
02HE004,1.0,,LinearTable,Final/Finales,
