STATION_NUMBER,DATA_TYPE,SED_DATA_TYPE,YEAR_FROM,YEAR_TO,RECORD_LENGTH
02HE004,Water Level,NA,2006,2024,19
02HE004,Flow,NA,2006,2024,19
