STATION_NUMBER,DATA_TYPE,SED_DATA_TYPE,YEAR_FROM,YEAR_TO,RECORD_LENGTH
02BF002,Water Level,NA,2002,2024,23
02BF002,Instantantaneous Sediment,DI,1986,2002,17
02BF002,Flow,NA,1967,2024,58
