STATION_NUMBER,DATA_TYPE,SED_DATA_TYPE,YEAR_FROM,YEAR_TO,RECORD_LENGTH
08NJ061,Water Level,NA,2011,2023,13
08NJ061,Flow,NA,1967,2023,52
