Station ID/Identification de la station,Curve Number/Numéro de courbe,Remarks/Remarques,Type/Catégorie,Approval/Approbation,Offset/Décalage
05OF009,22.00,Scour showing after 2022 high water.,LogarithmicTable,Provisional/Provisoire,(0.49:0.38);(3.61:0.217);(2.2);
05OF009,21.000,Changes to lower end after 2019 high water,LogarithmicTable,Final/Finales,(1.982:0.421);(-0.08);
05OF009,20.000,"Change in relationship, Approved KSP",LogarithmicTable,Final/Finales,(0.399);
05OF009,19.000,2016 S/D Relationship,LogarithmicTable,Final/Finales,(0.45);
05OF009,18.000,,LogarithmicTable,Final/Finales,(1.69:0.48);(0.507);
05OF009,17.000,,LinearTable,Final/Finales,
05OF009,16.000,,LinearTable,Final/Finales,
05OF009,16.000-SC4,,LinearTable,Final/Finales,
05OF009,16.000-SC2,,LinearTable,Final/Finales,
05OF009,16.000-SC1,,LinearTable,Final/Finales,
05OF009,15.000,,LinearTable,Final/Finales,
05OF009,14.000,,LinearTable,Final/Finales,
