Station ID/Identification de la station,Curve Number/Numéro de courbe,Remarks/Remarques,Type/Catégorie,Approval/Approbation,Offset/Décalage
02ZJ003,22.01,Curve # 22.01 is a clone of Curve # 22.00 with a change to low end grading.,LogarithmicTable,Provisional/Provisoire,(1.96:1.734);(2.2935:1.67);(1.76);
02ZJ003,22.0,Curve # 22.00 is a clone of Curve # 21.00 with a slight refinement to low stages below 1.930 M based on 2021 Measurement results.,LogarithmicTable,Final/Finales,(1.96:1.734);(2.2935:1.67);(1.76);
02ZJ003,21.0,Curve # 21.00 is a clone of Curve # 20.00 with a slight refinement between Gauge Height 1.92 M and 1.96 M based on 2019 Measurement results,LogarithmicTable,Final/Finales,(1.92:1.734);(2.2935:1.67);(1.76);
02ZJ003,20.0,Clone of curve 19.00 with refinements made to the low water and midium water sections based on 2018 measurements.,LogarithmicTable,Final/Finales,(1.93:1.734);(2.2935:1.67);(1.76);
02ZJ003,19.0,Curve #19 2016 MM resulted in a refinement of the mid range of the curve. Above 2.200 meters same MM's as Curve # 17 but refined based on 2015 High water MM. Scatter present at High Stages due to roughness of metering section.,LogarithmicTable,Final/Finales,(1.929:1.734);(2.2935:1.67);(1.76);
02ZJ003,18.0,Curve #18 is a clone of Curve #17 with low water change below Gauge Height 2.200 using only 2015 MM results. Above 2.200 meters same MM's as Curve # 17 but refined based on 2015 High water MM. Scatter present at High Stages due to roughness of metering section.,LogarithmicTable,Final/Finales,(2.0397:1.77);(1.74);
02ZJ003,17.0,Curve #17 is a clone of Curve #16 with only a refinement below G.H. of 2.000 and between 2.100 and 2.150 Extend down to 1.823 and up to 3.801 to cover range for 2014,LogarithmicTable,Final/Finales,(2.033:1.764);(1.74);
02ZJ003,16.0,,LogarithmicTable,Final/Finales,(2.033:1.74);(1.74);
02ZJ003,15.0,,LogarithmicTable,Final/Finales,(1.731);
02ZJ003,14.0,Minor refinement b/w 1.88 to 1.930 based on 09mms.,LinearTable,Final/Finales,
02ZJ003,13.0,,LinearTable,Final/Finales,
02ZJ003,12.0,,LinearTable,Final/Finales,
02ZJ003,11.0,,LinearTable,Final/Finales,
02ZJ003,10.0,,LinearTable,Final/Finales,
02ZJ003,9.0,,LinearTable,Final/Finales,
02ZJ003,8.0,,LinearTable,Final/Finales,
02ZJ003,7.0,,LinearTable,Final/Finales,
