STATION_NUMBER,DATA_TYPE,SED_DATA_TYPE,YEAR_FROM,YEAR_TO,RECORD_LENGTH
02ZJ003,Water Level,NA,2011,2024,14
02ZJ003,Instantantaneous Sediment,DI,1991,1994,4
02ZJ003,Flow,NA,1986,2024,39
