STATION_NUMBER,DATA_TYPE,SED_DATA_TYPE,YEAR_FROM,YEAR_TO,RECORD_LENGTH
07CD004,Water Level,NA,2013,2024,12
07CD004,Instantantaneous Sediment,DI,1978,2001,11
07CD004,Flow,NA,1965,2024,60
07CD004,Sediment in mg/L,NA,1978,1980,3
07CD004,Daily Mean Tonnes,NA,1978,1980,3
