STATION_NUMBER,DATA_TYPE,SED_DATA_TYPE,YEAR_FROM,YEAR_TO,RECORD_LENGTH
10KD009,Water Level,NA,2006,2023,18
10KD009,Flow,NA,2008,2023,16
