date,STATION_NUMBER,water_level_m,quality_symbol
2006-01-01,10KD009,8.583999633789062,
2006-06-01,10KD009,,
2006-07-01,10KD009,8.769000053405762,
2006-08-01,10KD009,8.692999839782715,
2006-09-01,10KD009,8.732000350952148,
2006-10-01,10KD009,8.793999671936035,
2006-11-01,10KD009,8.791999816894531,
2007-05-01,10KD009,,
2007-06-01,10KD009,9.097000122070312,
2007-07-01,10KD009,8.758000373840332,
2007-08-01,10KD009,8.694000244140625,
2007-09-01,10KD009,8.70300006866455,
2007-10-01,10KD009,8.854000091552734,
2007-11-01,10KD009,8.767000198364258,
2007-12-01,10KD009,8.744000434875488,
2008-05-01,10KD009,,
2008-06-01,10KD009,8.881999969482422,
2008-07-01,10KD009,8.71399974822998,
2008-08-01,10KD009,8.6850004196167,
2008-09-01,10KD009,8.782999992370605,
2008-10-01,10KD009,8.814000129699707,
2008-11-01,10KD009,8.895000457763672,
2008-12-01,10KD009,8.342000007629395,
2009-05-01,10KD009,9.355999946594238,A
2009-06-01,10KD009,8.923999786376953,
2009-07-01,10KD009,8.972000122070312,
2009-08-01,10KD009,8.77299976348877,
2009-09-01,10KD009,8.807000160217285,
2009-10-01,10KD009,8.866999626159668,
2009-11-01,10KD009,8.852999687194824,
2009-12-01,10KD009,8.383999824523926,
2010-04-01,10KD009,,
2010-05-01,10KD009,9.017000198364258,
2010-06-01,10KD009,8.812000274658203,
2010-07-01,10KD009,8.972999572753906,
2010-08-01,10KD009,8.770000457763672,
2010-09-01,10KD009,8.805999755859375,
2010-10-01,10KD009,8.809000015258789,
2010-11-01,10KD009,8.859999656677246,
2010-12-01,10KD009,8.897000312805176,A
2011-05-01,10KD009,,
2011-06-01,10KD009,8.928999900817871,
2011-07-01,10KD009,8.696000099182129,
2011-08-01,10KD009,8.692999839782715,
2011-09-01,10KD009,8.736000061035156,
2011-10-01,10KD009,8.86299991607666,
2011-11-01,10KD009,8.800999641418457,
2011-12-01,10KD009,8.645999908447266,
2012-01-01,10KD009,8.956000328063965,
2012-02-01,10KD009,8.656999588012695,A
2012-03-01,10KD009,8.177000045776367,
2012-04-01,10KD009,8.119999885559082,
2012-05-01,10KD009,8.119999885559082,
2012-06-01,10KD009,9.097000122070312,
2012-07-01,10KD009,8.746999740600586,
2012-08-01,10KD009,8.720999717712402,
2012-09-01,10KD009,8.88599967956543,
2012-10-01,10KD009,8.92199993133545,
2012-11-01,10KD009,8.821999549865723,
2012-12-01,10KD009,8.887999534606934,
2013-04-01,10KD009,,
2013-05-01,10KD009,8.427000045776367,
2013-06-01,10KD009,9.102999687194824,
2013-07-01,10KD009,8.935999870300293,
2013-08-01,10KD009,8.723999977111816,
2013-09-01,10KD009,8.744000434875488,
2013-10-01,10KD009,8.696999549865723,
2014-05-01,10KD009,,
2014-06-01,10KD009,8.826000213623047,
2014-07-01,10KD009,8.623000144958496,
2014-08-01,10KD009,8.699999809265137,
2014-09-01,10KD009,8.66100025177002,
2015-04-01,10KD009,,
2015-05-01,10KD009,,
2015-06-01,10KD009,8.654000282287598,
2015-07-01,10KD009,8.53499984741211,
2015-08-01,10KD009,8.565999984741211,
2015-09-01,10KD009,8.715999603271484,
2015-10-01,10KD009,8.815999984741211,
2016-05-01,10KD009,,
2016-06-01,10KD009,8.791000366210938,
2016-07-01,10KD009,8.592000007629395,
2016-08-01,10KD009,8.57800006866455,
2016-09-01,10KD009,8.57800006866455,
2016-10-01,10KD009,8.645999908447266,
2017-05-01,10KD009,,
2017-06-01,10KD009,8.616000175476074,
2017-07-01,10KD009,8.520000457763672,
2017-08-01,10KD009,8.37399959564209,
2017-09-01,10KD009,8.48799991607666,
2017-10-01,10KD009,8.456999778747559,A
2018-05-01,10KD009,,
2018-06-01,10KD009,8.519000053405762,
2018-07-01,10KD009,8.461000442504883,
2018-08-01,10KD009,8.420000076293945,
2018-09-01,10KD009,8.631999969482422,
2019-05-01,10KD009,,
2019-06-01,10KD009,8.59000015258789,
2019-07-01,10KD009,8.545999526977539,
2019-08-01,10KD009,8.472000122070312,
2019-09-01,10KD009,8.579000473022461,
2019-10-01,10KD009,8.517999649047852,
2020-05-01,10KD009,,
2020-06-01,10KD009,8.802000045776367,
2020-07-01,10KD009,8.529000282287598,
2020-08-01,10KD009,8.451000213623047,
2020-09-01,10KD009,8.423999786376953,
2020-10-01,10KD009,8.461999893188477,
2021-05-01,10KD009,,
2021-06-01,10KD009,8.680999755859375,
2021-07-01,10KD009,8.399999618530273,
2021-08-01,10KD009,8.331999778747559,
2021-09-01,10KD009,8.333999633789062,
2021-10-01,10KD009,8.399999618530273,
2022-05-01,10KD009,,
2022-06-01,10KD009,8.763999938964844,
2022-07-01,10KD009,8.437000274658203,
