STATION_NUMBER,DATA_TYPE,SED_DATA_TYPE,YEAR_FROM,YEAR_TO,RECORD_LENGTH
01FJ002,Water Level,NA,2011,2023,13
01FJ002,Instantantaneous Sediment,DI,1991,1993,2
01FJ002,Flow,NA,1978,2023,46
