STATION_NUMBER,DATA_TYPE,SED_DATA_TYPE,YEAR_FROM,YEAR_TO,RECORD_LENGTH
07JF003,Water Level,NA,2012,2023,12
07JF003,Instantantaneous Sediment,DI,1975,1992,16
07JF003,Flow,NA,1962,2023,62
07JF003,Sediment in mg/L,NA,1975,1983,9
07JF003,Daily Mean Tonnes,NA,1975,1983,9
