STATION_NUMBER,DATA_TYPE,SED_DATA_TYPE,YEAR_FROM,YEAR_TO,RECORD_LENGTH
02YS006,Water Level,NA,2011,2024,14
02YS006,Flow,NA,1995,2024,30
