STATION_NUMBER,DATA_TYPE,SED_DATA_TYPE,YEAR_FROM,YEAR_TO,RECORD_LENGTH
07SC005,Water Level,NA,2010,2023,14
07SC005,Flow,NA,2012,2023,12
