STATION_NUMBER,DATA_TYPE,SED_DATA_TYPE,YEAR_FROM,YEAR_TO,RECORD_LENGTH
10UH012,Water Level,NA,2007,2023,17
10UH012,Flow,NA,2007,2023,17
