STATION_NUMBER,DATA_TYPE,SED_DATA_TYPE,YEAR_FROM,YEAR_TO,RECORD_LENGTH
01AN002,Water Level,NA,2011,2023,13
01AN002,Flow,NA,1974,2023,50
