STATION_NUMBER,DATA_TYPE,SED_DATA_TYPE,YEAR_FROM,YEAR_TO,RECORD_LENGTH
01DR001,Water Level,NA,2011,2023,13
01DR001,Flow,NA,1917,2023,76
