STATION_NUMBER,DATA_TYPE,SED_DATA_TYPE,YEAR_FROM,YEAR_TO,RECORD_LENGTH
05NF006,Water Level,NA,2011,2023,13
05NF006,Flow,NA,1935,2023,53
