Station ID/Identification de la station,Curve Number/Numéro de courbe,Remarks/Remarques,Type/Catégorie,Approval/Approbation,Offset/Décalage
05MF001,18.01,Curve extension on the upper end for highwater 2022 - KSA,LogarithmicTable,Provisional/Provisoire,(523.917:522.041);(523.17);
05MF001,18.000,Linear to Log - Focus on 2013 and later mmts - CJK,LogarithmicTable,Final/Finales,(523.917:522.041);(523.17);
05MF001,17.000,Same as #16 below 524.254.,LinearTable,Final/Finales,
05MF001,16.000,,LinearTable,Final/Finales,
05MF001,15.010,,LinearTable,Final/Finales,
05MF001,15.010-SC2,,LinearTable,Final/Finales,
05MF001,15.010-SC1,,LinearTable,Final/Finales,
05MF001,15.000,,LinearTable,Final/Finales,
05MF001,13.000,,LinearTable,Final/Finales,
05MF001,14.000,,LinearTable,Final/Finales,
05MF001,12.000,,LinearTable,Final/Finales,
